basin,year,month,ET_mm
Mississippi / Missouri,2015,4,31.401409498213972
Mississippi / Missouri,2015,5,66.48724347311878
Mississippi / Missouri,2015,6,88.28795063203418
Mississippi / Missouri,2015,7,95.44793425290813
Mississippi / Missouri,2015,8,76.4164023129992
Mississippi / Missouri,2015,9,46.58021408222572
Mississippi / Missouri,2015,10,19.7978398383674
Mississippi / Missouri,2015,11,23.640842284548334
Mississippi / Missouri,2015,12,19.221567378200923
Mississippi / Missouri,2016,1,21.027049068957584
Mississippi / Missouri,2016,2,27.172859292367797
Mississippi / Missouri,2016,3,35.34730172874991
Mississippi / Missouri,2016,4,49.028716137961
Mississippi / Missouri,2016,5,50.58229049569401
Mississippi / Missouri,2016,6,85.56815362013812
Mississippi / Missouri,2016,7,89.44349690282989
Mississippi / Missouri,2016,8,78.76881509076374
Mississippi / Missouri,2016,9,53.42223779518315
Mississippi / Missouri,2016,10,29.210429945463037
Mississippi / Missouri,2016,11,16.170084881374496
Mississippi / Missouri,2016,12,18.393771426924133
Mississippi / Missouri,2017,1,20.795534708202492
Mississippi / Missouri,2017,2,27.34108445112538
Mississippi / Missouri,2017,3,36.65368598385926
Mississippi / Missouri,2017,4,35.433403797927745
Mississippi / Missouri,2017,5,64.81198875528278
Mississippi / Missouri,2017,6,78.83679221797695
Mississippi / Missouri,2017,7,85.88650459277515
Mississippi / Missouri,2017,8,76.77727377435146
Mississippi / Missouri,2017,9,50.25853305532685
Mississippi / Missouri,2017,10,20.96984206913648
Mississippi / Missouri,2017,11,24.04905086285277
Mississippi / Missouri,2017,12,18.357026713276916
Mississippi / Missouri,2018,1,20.64670047123674
Mississippi / Missouri,2018,2,25.677492121372413
Mississippi / Missouri,2018,3,34.2044741506592
Mississippi / Missouri,2018,4,29.244636078106637
Mississippi / Missouri,2018,5,65.44490152126774
Mississippi / Missouri,2018,6,86.2770710822315
Mississippi / Missouri,2018,7,91.71917059765556
Mississippi / Missouri,2018,8,75.31353352151743
Mississippi / Missouri,2018,9,52.677333577510595
Mississippi / Missouri,2018,10,23.34914761292236
Mississippi / Missouri,2018,11,23.145652814296405
Mississippi / Missouri,2018,12,18.72422137518785
Mississippi / Missouri,2019,1,21.3480546410387
Mississippi / Missouri,2019,2,23.238660935076435
Mississippi / Missouri,2019,3,36.90953005482244
Mississippi / Missouri,2019,4,37.14775133856964
Mississippi / Missouri,2019,5,71.29926143166358
Mississippi / Missouri,2019,6,84.30060866025944
Mississippi / Missouri,2019,7,98.80187748818594
Mississippi / Missouri,2019,8,84.23147734938811
Mississippi / Missouri,2019,9,54.79984706207913
Mississippi / Missouri,2019,10,22.30252368309046
Mississippi / Missouri,2019,11,22.722218854217633
Mississippi / Missouri,2019,12,18.129029009476525
Mississippi / Missouri,2020,1,21.47784746878886
Mississippi / Missouri,2020,2,27.684846550702524
Mississippi / Missouri,2020,3,40.89684784934573
Mississippi / Missouri,2020,4,47.4587328987426
Mississippi / Missouri,2020,5,50.6714269910037
Mississippi / Missouri,2020,6,83.43828126649578
Mississippi / Missouri,2020,7,95.29403156316762
Mississippi / Missouri,2020,8,78.53697429038813
Mississippi / Missouri,2020,9,46.15840020631277
Mississippi / Missouri,2020,10,27.99513054107369
Mississippi / Missouri,2020,11,17.447731174338088
Mississippi / Missouri,2020,12,19.7357056721285
Mississippi / Missouri,2021,1,21.499974391092312
Mississippi / Missouri,2021,2,23.311788834520947
Mississippi / Missouri,2021,3,34.07473747018348
Mississippi / Missouri,2021,4,33.323257181139134
Mississippi / Missouri,2021,5,61.84305972490534
Mississippi / Missouri,2021,6,82.30848094669128
Mississippi / Missouri,2021,7,92.37109920840432
Mississippi / Missouri,2021,8,77.82713255528468
Mississippi / Missouri,2021,9,48.96834204790412
Mississippi / Missouri,2021,10,24.202166535430155
Mississippi / Missouri,2021,11,22.70616846336936
Mississippi / Missouri,2021,12,19.212153676123467
Mississippi / Missouri,2022,1,20.500518211659887
Mississippi / Missouri,2022,2,25.57902339011037
Mississippi / Missouri,2022,3,34.05346091877444
Mississippi / Missouri,2022,4,32.51471700657215
Mississippi / Missouri,2022,5,62.92165410474501
Mississippi / Missouri,2022,6,79.93263473491446
Mississippi / Missouri,2022,7,85.28255204382758
Mississippi / Missouri,2022,8,75.98702065871417
Mississippi / Missouri,2022,9,48.86932678248258
Mississippi / Missouri,2022,10,18.113514679034033
Mississippi / Missouri,2022,11,23.197904226738775
Mississippi / Missouri,2022,12,17.104673924208527
Mississippi / Missouri,2023,1,20.361635450133296
Mississippi / Missouri,2023,2,27.778291810897585
Mississippi / Missouri,2023,3,34.78227351660808
Mississippi / Missouri,2023,4,30.85531516972439
Mississippi / Missouri,2023,5,62.86325613575949
Mississippi / Missouri,2023,6,85.83402289412876
Mississippi / Missouri,2023,7,93.33975365434516
Mississippi / Missouri,2023,8,77.91985156966408
Mississippi / Missouri,2023,9,47.21372405043024
Mississippi / Missouri,2023,10,21.83583792091442
Mississippi / Missouri,2023,11,23.009737041517933
Mississippi / Missouri,2023,12,19.842620037922536
Mississippi / Missouri,2024,1,19.96041392141896
Mississippi / Missouri,2024,2,28.25700262863146
Mississippi / Missouri,2024,3,34.69834588440439
Mississippi / Missouri,2024,4,48.62211635122751
Mississippi / Missouri,2024,5,50.327468442174386
Mississippi / Missouri,2024,6,83.66409988581604
Mississippi / Missouri,2024,7,87.82065080150369
Mississippi / Missouri,2024,8,74.52651568198571
Mississippi / Missouri,2024,9,44.98580519072265
Mississippi / Missouri,2024,10,25.314091718230564
Mississippi / Missouri,2024,11,17.645889257103565
Mississippi / Missouri,2024,12,20.21749094106699
Murray Darling,2002,1,19.323187075384475
Murray Darling,2002,2,26.29981400542215
Murray Darling,2002,3,21.978015879555834
Murray Darling,2002,4,14.74141489358574
Murray Darling,2002,5,17.58302820505516
Murray Darling,2002,6,18.951119570297912
Murray Darling,2002,7,15.596760443636118
Murray Darling,2002,8,16.887638652846096
Murray Darling,2002,9,19.21441931729484
Murray Darling,2002,10,12.639831320744015
Murray Darling,2002,11,14.052278642782904
Murray Darling,2002,12,13.987709467699174
Murray Darling,2003,1,12.628527959022549
Murray Darling,2003,2,20.65264372751399
Murray Darling,2003,3,21.97031510631667
Murray Darling,2003,4,17.46162575806823
Murray Darling,2003,5,23.153469565807782
Murray Darling,2003,6,23.86176402024414
Murray Darling,2003,7,23.02025116956944
Murray Darling,2003,8,27.79493806695622
Murray Darling,2003,9,34.547982232378224
Murray Darling,2003,10,25.73013385106074
Murray Darling,2003,11,26.31899936982806
Murray Darling,2003,12,20.31142380685938
Murray Darling,2004,1,25.509181201276668
Murray Darling,2004,2,23.6891067298512
Murray Darling,2004,3,24.937811037629434
Murray Darling,2004,4,18.29794514411791
Murray Darling,2004,5,14.397282796957022
Murray Darling,2004,6,21.478419716473333
Murray Darling,2004,7,21.758310154354607
Murray Darling,2004,8,25.097248172245283
Murray Darling,2004,9,34.18543228532438
Murray Darling,2004,10,30.379077491275293
Murray Darling,2004,11,20.210711961846677
Murray Darling,2004,12,27.039717088047432
Murray Darling,2005,1,22.54126693982909
Murray Darling,2005,2,21.57875506278163
Murray Darling,2005,3,17.471133867808803
Murray Darling,2005,4,10.470168521760762
Murray Darling,2005,5,16.417589859988706
Murray Darling,2005,6,24.065714523858173
Murray Darling,2005,7,25.610888713413644
Murray Darling,2005,8,27.391993826190028
Murray Darling,2005,9,40.90979056740183
Murray Darling,2005,10,32.1460573792292
Murray Darling,2005,11,37.20224448288453
Murray Darling,2005,12,21.296740831326403
Murray Darling,2006,1,19.831318568835385
Murray Darling,2006,2,20.85621060986037
Murray Darling,2006,3,19.578408216200597
Murray Darling,2006,4,14.433015966438557
Murray Darling,2006,5,18.28546670921576
Murray Darling,2006,6,22.40065254178233
Murray Darling,2006,7,22.857088844315975
Murray Darling,2006,8,22.931653868522044
Murray Darling,2006,9,25.27785059523852
Murray Darling,2006,10,13.423863592559972
Murray Darling,2006,11,16.642207910395374
Murray Darling,2006,12,13.52807896025162
Murray Darling,2007,1,17.674150255122637
Murray Darling,2007,2,15.489649794258348
Murray Darling,2007,3,18.65319183796899
Murray Darling,2007,4,11.813858731208
Murray Darling,2007,5,20.55493822042804
Murray Darling,2007,6,23.96836951121062
Murray Darling,2007,7,22.58866994682355
Murray Darling,2007,8,28.730849410332432
Murray Darling,2007,9,25.925448391448572
Murray Darling,2007,10,16.48083520762992
Murray Darling,2007,11,27.478319020563887
Murray Darling,2007,12,31.648193767352225
Murray Darling,2008,1,36.25015096433528
Murray Darling,2008,2,38.318799637442545
Murray Darling,2008,3,23.551709498455025
Murray Darling,2008,4,18.926158611537183
Murray Darling,2008,5,14.50941023005952
Murray Darling,2008,6,23.932148233148503
Murray Darling,2008,7,22.19018890314266
Murray Darling,2008,8,24.48094182446577
Murray Darling,2008,9,30.745161002673445
Murray Darling,2008,10,27.276344731081643
Murray Darling,2008,11,19.505922251002993
Murray Darling,2008,12,25.035873208090617
Murray Darling,2009,1,21.66004666353175
Murray Darling,2009,2,21.690381756420475
Murray Darling,2009,3,20.127052193449423
Murray Darling,2009,4,15.660021282613227
Murray Darling,2009,5,23.014697033578845
Murray Darling,2009,6,24.829078604103383
Murray Darling,2009,7,25.155084952339507
Murray Darling,2009,8,26.423527588964784
Murray Darling,2009,9,27.27912762188737
Murray Darling,2009,10,19.101088043439212
Murray Darling,2009,11,19.277679744661164
Murray Darling,2009,12,18.592517004673404
Murray Darling,2010,1,28.51428035371768
Murray Darling,2010,2,43.40407023756065
Murray Darling,2010,3,39.84587923259843
Murray Darling,2010,4,23.23417282675319
Murray Darling,2010,5,25.801315930604733
Murray Darling,2010,6,25.2890043059367
Murray Darling,2010,7,27.91561492613223
Murray Darling,2010,8,33.61543469185034
Murray Darling,2010,9,49.16474404441708
Murray Darling,2010,10,42.13725205912372
Murray Darling,2010,11,54.000796421684285
Murray Darling,2010,12,51.127415709019765
Murray Darling,2011,1,50.06886056251269
Murray Darling,2011,2,46.39173802931975
Murray Darling,2011,3,43.20762759065891
Murray Darling,2011,4,23.99061766104956
Murray Darling,2011,5,25.04608969166067
Murray Darling,2011,6,24.20194203656047
Murray Darling,2011,7,23.22383035823825
Murray Darling,2011,8,28.061929214727325
Murray Darling,2011,9,30.65483349277387
Murray Darling,2011,10,27.313633122613876
Murray Darling,2011,11,34.423229875533075
Murray Darling,2011,12,39.000944807797026
Murray Darling,2012,1,38.849773207751674
Murray Darling,2012,2,45.320119969549765
Murray Darling,2012,3,43.244856676155685
Murray Darling,2012,4,29.531114309937763
Murray Darling,2012,5,16.693795217646333
Murray Darling,2012,6,25.431769616325443
Murray Darling,2012,7,26.01348101404736
Murray Darling,2012,8,24.468152299325144
Murray Darling,2012,9,29.267334812736653
Murray Darling,2012,10,26.75144170195811
Murray Darling,2012,11,18.128600753085387
Murray Darling,2012,12,20.750339994977896
Murray Darling,2013,1,20.21572956172775
Murray Darling,2013,2,28.86207951620696
Murray Darling,2013,3,28.858697120770746
Murray Darling,2013,4,15.216736985847891
Murray Darling,2013,5,21.390593726551565
Murray Darling,2013,6,25.78341494045587
Murray Darling,2013,7,26.01271899606017
Murray Darling,2013,8,28.841038895842956
Murray Darling,2013,9,31.619014677487055
Murray Darling,2013,10,19.242743056830488
Murray Darling,2013,11,21.724697751116793
Murray Darling,2013,12,16.25589318747271
Murray Darling,2014,1,15.366102198296815
Murray Darling,2014,2,21.40592976323063
Murray Darling,2014,3,29.699327801250067
Murray Darling,2014,4,24.14738594928616
Murray Darling,2014,5,27.301035347911977
Murray Darling,2014,6,25.008056987108212
Murray Darling,2014,7,23.240360869288796
Murray Darling,2014,8,28.603312207967896
Murray Darling,2014,9,33.548230232334795
Murray Darling,2014,10,19.504781812617203
Murray Darling,2014,11,17.805403692249765
Murray Darling,2014,12,22.48122392282387
Murray Darling,2015,1,32.409176791085166
Murray Darling,2015,2,26.112626169860516
Murray Darling,2015,3,20.37431114914943
Murray Darling,2015,4,17.9009937076956
Murray Darling,2015,5,25.114419462248165
Murray Darling,2015,6,25.755640287499045
Murray Darling,2015,7,26.449798975822382
Murray Darling,2015,8,32.84590837943026
Murray Darling,2015,9,38.23237617221499
Murray Darling,2015,10,22.924033526910623
Murray Darling,2015,11,29.071902503813863
Murray Darling,2015,12,21.205401280466106
Murray Darling,2016,1,28.921458464276853
Murray Darling,2016,2,26.618335709005816
Murray Darling,2016,3,18.47823254036455
Murray Darling,2016,4,17.897117211733732
Murray Darling,2016,5,16.724085792461782
Murray Darling,2016,6,26.454303621766854
Murray Darling,2016,7,32.410377599823946
Murray Darling,2016,8,40.46778372324668
Murray Darling,2016,9,54.42412405598255
Murray Darling,2016,10,51.70100710700172
Murray Darling,2016,11,28.830192122646757
Murray Darling,2016,12,29.4177745070767
Murray Darling,2017,1,27.644493860543086
Murray Darling,2017,2,22.885059778405967
Murray Darling,2017,3,27.377732594167934
Murray Darling,2017,4,20.354370093155453
Murray Darling,2017,5,24.140812602345303
Murray Darling,2017,6,23.38454764759396
Murray Darling,2017,7,21.937164465996368
Murray Darling,2017,8,22.09926562621553
Murray Darling,2017,9,25.666345880753735
Murray Darling,2017,10,25.57792914915649
Murray Darling,2017,11,30.50723712734221
Murray Darling,2017,12,24.938405316251703
Murray Darling,2018,1,20.41529071387266
Murray Darling,2018,2,21.81306410326164
Murray Darling,2018,3,22.54163506603261
Murray Darling,2018,4,12.229043646436333
Murray Darling,2018,5,18.199837820337425
Murray Darling,2018,6,21.295332538003475
Murray Darling,2018,7,17.974682395949806
Murray Darling,2018,8,19.628321824396313
Murray Darling,2018,9,21.347724510409613
Murray Darling,2018,10,20.06634995830387
Murray Darling,2018,11,22.925560647601692
Murray Darling,2018,12,19.743692936179272
Murray Darling,2019,1,14.395220510907324
Murray Darling,2019,2,13.787022174257135
Murray Darling,2019,3,17.64739105342819
Murray Darling,2019,4,14.738177377548638
Murray Darling,2019,5,24.295449667086256
Murray Darling,2019,6,23.768300924084947
Murray Darling,2019,7,24.094773255301053
Murray Darling,2019,8,22.153907631152936
Murray Darling,2019,9,21.668185451162216
Murray Darling,2019,10,13.902874434292205
Murray Darling,2019,11,15.950019530132288
Murray Darling,2019,12,9.611360404302411
Murray Darling,2020,1,14.245796648891382
Murray Darling,2020,2,29.96265009879158
Murray Darling,2020,3,36.41452060408358
Murray Darling,2020,4,30.32629612752805
Murray Darling,2020,5,20.37699771615505
Murray Darling,2020,6,25.489951563854692
Murray Darling,2020,7,27.51033313813911
Murray Darling,2020,8,32.55169646630062
Murray Darling,2020,9,40.539561417118
Murray Darling,2020,10,38.81833225590436
Murray Darling,2020,11,21.557163730268982
Murray Darling,2020,12,27.011803242347263
Murray Darling,2021,1,34.068694064677466
Murray Darling,2021,2,33.225588066894936
Murray Darling,2021,3,37.04510132370256
Murray Darling,2021,4,21.660481265583417
Murray Darling,2021,5,25.139306624851574
Murray Darling,2021,6,26.21691003469889
Murray Darling,2021,7,26.163536653059456
Murray Darling,2021,8,32.69651111140865
Murray Darling,2021,9,37.981863539149806
Murray Darling,2021,10,30.51546840824963
Murray Darling,2021,11,47.72029164416403
Murray Darling,2021,12,39.46628784441292
Murray Darling,2022,1,41.56817499740476
Murray Darling,2022,2,37.75672892189634
Murray Darling,2022,3,33.11911688595787
Murray Darling,2022,4,23.33140119979347
Murray Darling,2022,5,31.733871811505388
Murray Darling,2022,6,27.039091747687134
Murray Darling,2022,7,28.60170003405676
Murray Darling,2022,8,35.508472952735
Murray Darling,2022,9,49.26562679434933
Murray Darling,2022,10,44.71828648597453
Murray Darling,2022,11,54.676738182114626
Murray Darling,2022,12,37.05484104605131
Murray Darling,2023,1,33.228497486866665
Murray Darling,2023,2,27.454296025662146
Murray Darling,2023,3,25.86394508291756
Murray Darling,2023,4,18.920422678757117
Murray Darling,2023,5,21.922239717636028
Murray Darling,2023,6,22.862989722601196
Murray Darling,2023,7,25.068948543775583
Murray Darling,2023,8,27.8185759445571
Murray Darling,2023,9,30.3071325630225
Murray Darling,2023,10,19.44285092072099
Murray Darling,2023,11,27.788301934120785
Murray Darling,2023,12,27.261745270830648
Murray Darling,2024,1,42.21505179420093
Murray Darling,2024,2,37.55630330635122
Murray Darling,2024,3,29.1650610444888
Murray Darling,2024,4,29.09034114055255
Murray Darling,2024,5,21.11959727373945
Murray Darling,2024,6,26.77545220191063
Murray Darling,2024,7,27.50509525615649
Murray Darling,2024,8,38.37779136629119
Murray Darling,2024,9,39.45361738031518
Murray Darling,2024,10,33.3703477867771
Murray Darling,2024,11,25.593786970516025
Murray Darling,2024,12,36.89138341935653
Nile,2002,1,20.09381207476968
Nile,2002,2,15.577336403070465
Nile,2002,3,20.20154468340396
Nile,2002,4,18.444821289001325
Nile,2002,5,33.01892441143347
Nile,2002,6,43.44183002885146
Nile,2002,7,57.23942122036114
Nile,2002,8,70.68889503265245
Nile,2002,9,61.113828617948975
Nile,2002,10,34.874093641971974
Nile,2002,11,31.46881399401697
Nile,2002,12,21.30929968537409
Nile,2003,1,20.17745836699644
Nile,2003,2,14.854769882862216
Nile,2003,3,16.224653791636168
Nile,2003,4,17.67605798059522
Nile,2003,5,34.470403263490596
Nile,2003,6,53.30432114503483
Nile,2003,7,72.91707212352779
Nile,2003,8,85.86473426749727
Nile,2003,9,79.88727594336576
Nile,2003,10,42.34139352970664
Nile,2003,11,36.106637513806135
Nile,2003,12,21.412897085647447
Nile,2004,1,17.50619386500633
Nile,2004,2,15.22662326053386
Nile,2004,3,16.107066955624223
Nile,2004,4,30.750387920276673
Nile,2004,5,30.165225327213463
Nile,2004,6,51.11863414325188
Nile,2004,7,58.91444067263441
Nile,2004,8,76.25949061413881
Nile,2004,9,66.41108606501973
Nile,2004,10,46.85635877728366
Nile,2004,11,24.66821007608189
Nile,2004,12,22.52767825083633
Nile,2005,1,17.41578092404385
Nile,2005,2,13.302311690847674
Nile,2005,3,18.62113946632305
Nile,2005,4,18.40305122928822
Nile,2005,5,35.84222818503205
Nile,2005,6,54.661368971905766
Nile,2005,7,73.15144349602942
Nile,2005,8,80.36039263133199
Nile,2005,9,72.28874459353185
Nile,2005,10,39.5498850928116
Nile,2005,11,31.90889468201016
Nile,2005,12,15.06483772772542
Nile,2006,1,13.146349449599573
Nile,2006,2,11.618641708272971
Nile,2006,3,18.576049882719065
Nile,2006,4,18.34576681876646
Nile,2006,5,42.91273661799001
Nile,2006,6,54.284141928256375
Nile,2006,7,67.60442980038768
Nile,2006,8,81.16669704822478
Nile,2006,9,71.66241879212019
Nile,2006,10,39.69314168474092
Nile,2006,11,39.486510300390435
Nile,2006,12,26.938103281672856
Nile,2007,1,22.8558483607623
Nile,2007,2,18.708003450033015
Nile,2007,3,18.270313591167582
Nile,2007,4,19.048217357842873
Nile,2007,5,37.44987761976661
Nile,2007,6,56.88339929877027
Nile,2007,7,80.51572809841043
Nile,2007,8,88.04504875354127
Nile,2007,9,75.54902148205406
Nile,2007,10,41.02356422803115
Nile,2007,11,37.68529350518605
Nile,2007,12,19.00785097477847
Nile,2008,1,16.804513047962047
Nile,2008,2,14.653071700044398
Nile,2008,3,17.361455700268547
Nile,2008,4,33.441001711849566
Nile,2008,5,32.55028199620204
Nile,2008,6,52.60903970669137
Nile,2008,7,65.23737882207007
Nile,2008,8,77.61510155700638
Nile,2008,9,72.91742334368624
Nile,2008,10,50.95930443891152
Nile,2008,11,25.224267496343664
Nile,2008,12,20.022041831727908
Nile,2009,1,16.046750434149953
Nile,2009,2,16.527343113896432
Nile,2009,3,18.15935895736147
Nile,2009,4,24.70990539531033
Nile,2009,5,38.73275038912898
Nile,2009,6,47.24216086289827
Nile,2009,7,61.97100657387199
Nile,2009,8,72.69048765277957
Nile,2009,9,67.79084308659029
Nile,2009,10,36.76673085016333
Nile,2009,11,30.624489382959236
Nile,2009,12,20.66415664028818
Nile,2010,1,19.339496923321136
Nile,2010,2,17.741651197654335
Nile,2010,3,22.21971928784032
Nile,2010,4,19.84358312211869
Nile,2010,5,42.10487994224718
Nile,2010,6,52.8202273815384
Nile,2010,7,74.77119352696836
Nile,2010,8,88.55542782191635
Nile,2010,9,83.33636595252695
Nile,2010,10,49.13220367654392
Nile,2010,11,41.90416526744249
Nile,2010,12,22.76457378355259
Nile,2011,1,19.079102878844974
Nile,2011,2,13.739956916692275
Nile,2011,3,17.446724334188392
Nile,2011,4,20.51704076331949
Nile,2011,5,40.377739295653946
Nile,2011,6,56.76652482282241
Nile,2011,7,71.30294560501318
Nile,2011,8,84.87017985118865
Nile,2011,9,84.32552073266717
Nile,2011,10,49.20691603897306
Nile,2011,11,45.82862035865757
Nile,2011,12,28.05246945697338
Nile,2012,1,17.1924658035155
Nile,2012,2,11.615667151251216
Nile,2012,3,13.53814053886561
Nile,2012,4,26.58448475069157
Nile,2012,5,34.9908955508398
Nile,2012,6,58.88874578441837
Nile,2012,7,82.95955996967463
Nile,2012,8,93.37186913803473
Nile,2012,9,87.35829689606351
Nile,2012,10,63.727041621078705
Nile,2012,11,33.836708088603935
Nile,2012,12,30.710189995314547
Nile,2013,1,23.51616964108307
Nile,2013,2,18.697264451203363
Nile,2013,3,22.09202092146697
Nile,2013,4,20.457587769277207
Nile,2013,5,43.066600109397456
Nile,2013,6,53.22222333928511
Nile,2013,7,69.9391655857269
Nile,2013,8,92.53839880815174
Nile,2013,9,83.95430701594503
Nile,2013,10,48.782672006459414
Nile,2013,11,45.97183510112565
Nile,2013,12,26.044888137622728
Nile,2014,1,19.33585950925996
Nile,2014,2,15.941032198396746
Nile,2014,3,24.308077138809093
Nile,2014,4,29.29888093241412
Nile,2014,5,53.41375460916791
Nile,2014,6,60.32946607514318
Nile,2014,7,77.65588033395623
Nile,2014,8,89.80157726460389
Nile,2014,9,84.98210014446663
Nile,2014,10,52.4889742239803
Nile,2014,11,48.7458643814949
Nile,2014,12,28.42766110649531
Nile,2015,1,20.224342421923915
Nile,2015,2,14.829292612254068
Nile,2015,3,19.592952241569375
Nile,2015,4,23.41941801553962
Nile,2015,5,48.17579586735584
Nile,2015,6,60.39997965695999
Nile,2015,7,66.7368838078536
Nile,2015,8,78.0280948579469
Nile,2015,9,69.38397460372454
Nile,2015,10,41.199668089144645
Nile,2015,11,41.63924168335539
Nile,2015,12,30.21063403567611
Nile,2016,1,22.731374614408143
Nile,2016,2,16.767309132037045
Nile,2016,3,19.56650033269268
Nile,2016,4,33.21951408325689
Nile,2016,5,40.2446072533564
Nile,2016,6,61.15855623185036
Nile,2016,7,80.83383421951615
Nile,2016,8,88.89129983655207
Nile,2016,9,75.34310530861234
Nile,2016,10,51.39477147866591
Nile,2016,11,23.895152774031956
Nile,2016,12,21.42373335774326
Nile,2017,1,13.606157494057424
Nile,2017,2,15.653021380319572
Nile,2017,3,18.88214241980155
Nile,2017,4,20.677544397777428
Nile,2017,5,45.98348009705525
Nile,2017,6,58.84505157149464
Nile,2017,7,74.43702267723793
Nile,2017,8,87.83325229087698
Nile,2017,9,83.37292431727425
Nile,2017,10,47.99254465910045
Nile,2017,11,46.19477886893049
Nile,2017,12,22.404945172372074
Nile,2018,1,17.281463219418328
Nile,2018,2,15.037130082897146
Nile,2018,3,23.746349254047058
Nile,2018,4,25.59349083163146
Nile,2018,5,48.17810745979473
Nile,2018,6,64.04881689835399
Nile,2018,7,74.53591220908403
Nile,2018,8,81.94731279912364
Nile,2018,9,71.96152922100991
Nile,2018,10,41.756830377590106
Nile,2018,11,37.5317901076222
Nile,2018,12,24.09756349745009
Nile,2019,1,17.727518537045476
Nile,2019,2,15.187790197342371
Nile,2019,3,16.27491388181764
Nile,2019,4,20.31111263214403
Nile,2019,5,42.14918582355486
Nile,2019,6,66.38882109724132
Nile,2019,7,81.24727000156491
Nile,2019,8,92.71530943799416
Nile,2019,9,85.19796163350799
Nile,2019,10,55.22200955372906
Nile,2019,11,55.147792305317545
Nile,2019,12,37.80510562191592
Nile,2020,1,30.776656725326344
Nile,2020,2,24.88696703928166
Nile,2020,3,27.195263520731796
Nile,2020,4,34.51570964894015
Nile,2020,5,37.23871151413089
Nile,2020,6,61.770706734608424
Nile,2020,7,79.3433635737421
Nile,2020,8,96.72991482390586
Nile,2020,9,92.68352451115344
Nile,2020,10,69.68480258873174
Nile,2020,11,36.222414041024294
Nile,2020,12,30.748359759815184
Nile,2021,1,23.885876947781387
Nile,2021,2,19.26167747203461
Nile,2021,3,21.950932715345456
Nile,2021,4,23.50324258689628
Nile,2021,5,53.44167910888858
Nile,2021,6,64.15590646795708
Nile,2021,7,81.88181319235943
Nile,2021,8,91.86463341396656
Nile,2021,9,86.06584165276644
Nile,2021,10,51.7006221465012
Nile,2021,11,45.917846825388146
Nile,2021,12,27.015944742161352
Nile,2022,1,22.517341946300924
Nile,2022,2,18.88540561717693
Nile,2022,3,18.78737295564442
Nile,2022,4,22.34312328293282
Nile,2022,5,45.84153915879368
Nile,2022,6,58.96387316603178
Nile,2022,7,78.13693935844893
Nile,2022,8,92.96703582101924
Nile,2022,9,90.93321290337606
Nile,2022,10,53.1886425214592
Nile,2022,11,50.11736667564116
Nile,2022,12,30.86369804878997
Nile,2023,1,24.40622464082853
Nile,2023,2,16.23235976589335
Nile,2023,3,23.273222783744497
Nile,2023,4,26.970756883153527
Nile,2023,5,46.226725926004434
Nile,2023,6,64.31401862966166
Nile,2023,7,77.02679508421595
Nile,2023,8,83.50728352070048
Nile,2023,9,77.512282589034
Nile,2023,10,45.43441192350227
Nile,2023,11,51.708547094445194
Nile,2023,12,32.26238350666553
Nile,2024,1,24.821643984772138
Nile,2024,2,22.4552060890764
Nile,2024,3,23.97962671222163
Nile,2024,4,32.43254341047869
Nile,2024,5,31.76305438492119
Nile,2024,6,56.32446166749914
Nile,2024,7,74.1552066942503
Nile,2024,8,92.32777197499254
Nile,2024,9,85.94184140005896
Nile,2024,10,67.07781009193143
Nile,2024,11,35.80321634615714
Nile,2024,12,30.190622883000124
Yangtze Basin,2002,1,30.47909309781083
Yangtze Basin,2002,2,37.545563360638496
Yangtze Basin,2002,3,45.19231791323714
Yangtze Basin,2002,4,40.032115006627805
Yangtze Basin,2002,5,69.86017504006328
Yangtze Basin,2002,6,90.27796319849618
Yangtze Basin,2002,7,103.33273382789834
Yangtze Basin,2002,8,91.03428756615912
Yangtze Basin,2002,9,62.527852518334214
Yangtze Basin,2002,10,33.30786711818608
Yangtze Basin,2002,11,35.08739841403213
Yangtze Basin,2002,12,27.453160218198004
Yangtze Basin,2003,1,31.095954144245862
Yangtze Basin,2003,2,39.0853511913849
Yangtze Basin,2003,3,46.5780368576098
Yangtze Basin,2003,4,41.033821748768766
Yangtze Basin,2003,5,74.3226288010689
Yangtze Basin,2003,6,88.63047407608335
Yangtze Basin,2003,7,107.15051309082794
Yangtze Basin,2003,8,99.77997689251907
Yangtze Basin,2003,9,71.44168362497189
Yangtze Basin,2003,10,34.36280129046626
Yangtze Basin,2003,11,35.70051355309084
Yangtze Basin,2003,12,26.852541469383073
Yangtze Basin,2004,1,28.649373101309923
Yangtze Basin,2004,2,31.23099361102203
Yangtze Basin,2004,3,37.51364370657251
Yangtze Basin,2004,4,52.870942763811215
Yangtze Basin,2004,5,48.99688920798625
Yangtze Basin,2004,6,84.37003531518572
Yangtze Basin,2004,7,99.04796475927738
Yangtze Basin,2004,8,95.77476379237986
Yangtze Basin,2004,9,67.94448927749497
Yangtze Basin,2004,10,42.9004350363608
Yangtze Basin,2004,11,25.247020876297007
Yangtze Basin,2004,12,26.457765020449106
Yangtze Basin,2005,1,31.061690090183692
Yangtze Basin,2005,2,38.31415488962693
Yangtze Basin,2005,3,46.348803986379814
Yangtze Basin,2005,4,42.59668778041418
Yangtze Basin,2005,5,74.95217027796437
Yangtze Basin,2005,6,91.66823566935317
Yangtze Basin,2005,7,104.61511399672084
Yangtze Basin,2005,8,95.81213584785212
