year,month,forest,savannas,shrublands_grasslands,croplands,other,total_burned_area
2019,5,1008.895,126026.107,176771.418,35311.352,13008.315999999999,352126.08800000005
2019,6,67939.47,551543.996,267378.843,1438.215,2511.5069999999996,890812.031
2019,7,78006.962,292043.125,391344.228,4872.7519999999995,3155.4829999999997,769422.5499999999
2019,8,5881.648,53771.996999999996,155198.221,4765.4220000000005,4185.844,223803.13199999998
2019,9,279.057,41364.725,61156.259,5817.25,1223.555,109840.84599999999
2019,10,665.443,29172.112,691844.906,59138.464,35032.295999999995,815853.221
2019,11,11892.090999999999,1243603.557,4709461.03,455870.625,81591.762,6502419.065
2019,12,146096.694,8062236.316,3124356.99,531945.6560000001,13265.908,11877901.564
2020,1,1049637.981,9791032.875,3083099.594,479526.01399999997,7105.203,14410401.667000001
2020,2,847730.031,3974190.679,2574895.1859999998,270362.6,32842.779,7700021.274999999
2020,3,139313.48,1700504.543,1490589.823,240567.975,6826.146999999999,3577801.968
2020,4,10818.797,841290.274,783697.35,218479.597,22667.955,1876953.9730000002
2020,5,107.33,116237.67400000001,198044.092,44670.469,14725.586000000001,373785.151
2020,6,5237.672,82042.547,382693.483,19211.951,21444.403000000002,510630.05600000004
2020,7,58408.626000000004,324005.802,705175.2069999999,75173.467,1223.554,1163986.656
2020,8,58494.491,234579.0,263235.932,16979.503,2103.656,575392.5819999999
2020,9,22818.218,203818.411,277467.799,13738.154,25329.726,543172.308
2020,10,2275.383,109518.857,1751528.909,190101.723,166532.199,2219957.071
2020,11,13351.768,2087147.747,5284810.674,496698.702,27240.185999999998,7909249.076999999
2020,12,289016.439,11106310.962,3752619.997,498158.38399999996,75216.40000000001,15721322.181999998
2021,1,897359.1170000001,7088093.794,3271269.389,381856.31,35890.932,11674469.542000001
2021,2,969806.4209999999,4001838.714,2570966.9359999998,338838.71499999997,8801.006,7890251.791999999
2021,3,144594.083,1499347.9039999999,1323349.258,170031.134,25995.165999999997,3163317.5450000004
2021,4,2060.725,389626.961,440844.51900000003,63066.721,14296.269,909895.1950000001
2021,5,171.727,29000.387,159577.258,49843.745,25179.463,263772.58
2021,6,1996.326,194824.21099999998,448164.38,8457.553,29000.386,682442.8559999999
2021,7,63195.513999999996,328620.964,579385.226,61392.38,4379.0380000000005,1036973.122
2021,8,42223.363000000005,169537.41900000002,321558.692,4486.368,944.499,538750.341
2021,9,9101.528,45722.298,209700.058,7298.394,11312.511,283134.78899999993
2021,10,1008.895,154232.259,1860983.3709999998,161401.854,157709.728,2335336.107
2021,11,17215.625,2356565.846,6201424.674,553647.6510000001,14768.519,9143622.315
2021,12,191217.946,10707174.626,4200827.303,503224.32999999996,15412.494,15617856.699000001
2022,1,751004.836,7727003.869,2539497.97,390936.38,5087.413,11413530.468000002
2022,2,832532.197,2871660.798,1282285.053,244281.57,8801.006,5239560.624000001
2022,3,156486.174,1442205.766,924728.104,225069.618,8607.813,2757097.4749999996
2022,4,2640.303,68325.857,196584.416,54308.645,8715.142,330574.363
2022,5,21.466,46473.605,150024.949,43597.179000000004,30138.078999999998,270255.278
2022,6,9316.188,284401.276,386814.929,20800.429,16485.787,717818.609
2022,7,51732.743,322653.452,632620.579,56734.288,12428.736,1076169.798
2022,8,95930.96199999998,165716.496,132036.551,1888.9969999999998,9874.3,405447.3059999999
2022,9,3069.62,23870.043999999998,50895.570999999996,4529.299,14532.392,96896.92599999998
2022,10,2361.246,224490.041,1571043.895,101748.216,42631.213,1942274.611
2022,11,14317.734,1497759.4260000002,2594622.318,205063.432,19297.815000000002,4331060.725000001
2022,12,246449.625,8860380.194,3840715.914,425796.946,24535.487,13397878.166
2023,1,782065.944,9634804.290000001,4054601.8189999997,656576.4859999999,12278.476999999999,15140327.016
2023,2,736923.226,3686397.797,2702295.111,419786.50899999996,28227.618,7573630.260999999
2023,3,64655.192,1086688.067,1174161.477,235802.555,15863.276000000002,2577170.5670000003
2023,4,1481.145,404374.008,313122.607,58601.817,14296.269,791875.846
2023,5,85.864,288136.335,401798.103,66522.72200000001,31662.155000000002,788205.179
2023,6,923.0330000000001,135428.157,272831.175,6525.624,16550.183,432258.172
2023,7,48899.246,328470.706,631912.204,37758.462,19233.416,1066274.034
2023,8,37715.53,395358.34500000003,551994.779,24578.420000000002,5817.248,1015464.322
2023,9,880.0999999999999,75388.128,164986.656,29515.57,13866.951,284637.40499999997
2023,10,85.864,77770.838,1937766.779,339074.839,56390.833,2411089.1530000004
2023,11,5130.345,198537.80599999998,3408049.891,411887.063,13909.882,4037514.987
2023,12,40913.943,6488380.392,4967072.907,776441.885,4872.753000000001,12277681.879999999
