basin,model,feature,value,abs_normalized
Amazon Basin,Random Forest,month_cos,0.0457770270987412,0.3815630101785973
Amazon Basin,Gradient Boosting,anomaly_lag1,0.27977707015583136,1.0
Amazon Basin,Gradient Boosting,anomaly_lag2,0.13332075910561064,0.47652496693654384
Amazon Basin,Gradient Boosting,anomaly_lag3,0.10005685696493394,0.35763065539718414
Amazon Basin,Gradient Boosting,raw_lag1,0.07574369609465961,0.270728748615716
Amazon Basin,Gradient Boosting,bar_state_lag1,0.0013117858021139735,0.0046886823190454095
Amazon Basin,Gradient Boosting,rolling_autocorr_3,0.0,0.0
Amazon Basin,Gradient Boosting,rolling_variance_3,0.02575925775464563,0.09207065375406975
Amazon Basin,Gradient Boosting,rolling_skew_3,0.0660304707308585,0.2360110165357032
Amazon Basin,Gradient Boosting,rolling_autocorr_6,0.09435400088052485,0.33724708328660097
Amazon Basin,Gradient Boosting,rolling_variance_6,0.02243968746747641,0.08020559888977986
Amazon Basin,Gradient Boosting,rolling_skew_6,0.012521954087228412,0.044756899056287505
Amazon Basin,Gradient Boosting,rolling_autocorr_12,0.09917213620619486,0.35446842069994355
Amazon Basin,Gradient Boosting,rolling_variance_12,0.03704249331467163,0.13240003297639635
Amazon Basin,Gradient Boosting,rolling_skew_12,0.030593446826849367,0.10934937166154933
Amazon Basin,Gradient Boosting,month_sin,0.0,0.0
Amazon Basin,Gradient Boosting,month_cos,0.021876384608400735,0.078192199940531
California,Logistic Regression,anomaly_lag1,0.20246168617882884,0.20268559483540305
California,Logistic Regression,anomaly_lag2,0.3905918338482218,0.3910238014685476
California,Logistic Regression,anomaly_lag3,0.18774757767790573,0.18795521354564118
California,Logistic Regression,raw_lag1,0.175717877638595,0.17591220948804615
California,Logistic Regression,bar_state_lag1,0.018760290832602552,0.01878103841994389
California,Logistic Regression,rolling_autocorr_3,0.4779519342379066,0.47848051610207093
California,Logistic Regression,rolling_variance_3,0.28048040883076225,0.2807906008118821
California,Logistic Regression,rolling_skew_3,-0.11099166806301519,0.1111144171902993
California,Logistic Regression,rolling_autocorr_6,-0.5198063391532518,0.5203812091016121
California,Logistic Regression,rolling_variance_6,-0.407924270763607,0.4083754068633529
California,Logistic Regression,rolling_skew_6,-0.0028687246062680653,0.0028718972177620913
California,Logistic Regression,rolling_autocorr_12,0.028259522317088837,0.028290775399076207
California,Logistic Regression,rolling_variance_12,-0.3346093743410578,0.33497942922353896
California,Logistic Regression,rolling_skew_12,-0.19632406492471421,0.19654118579563126
California,Logistic Regression,month_sin,0.9988952907247501,1.0
California,Logistic Regression,month_cos,0.845297394385979,0.8462322349849822
California,Random Forest,anomaly_lag1,0.09874575235927852,0.38950769964425985
California,Random Forest,anomaly_lag2,0.03649543966579525,0.14395813908033955
California,Random Forest,anomaly_lag3,0.024879808169177713,0.09813968313601375
California,Random Forest,raw_lag1,0.25351425003783934,1.0
California,Random Forest,bar_state_lag1,0.05293088472751367,0.2087885975625167
California,Random Forest,rolling_autocorr_3,0.005378722011945466,0.02121664565657608
California,Random Forest,rolling_variance_3,0.11623371651810996,0.4584898738463854
California,Random Forest,rolling_skew_3,0.038731480649368495,0.15277831776157538
California,Random Forest,rolling_autocorr_6,0.03385377436129412,0.13353795439996424
California,Random Forest,rolling_variance_6,0.043675702894727046,0.1722810567382624
California,Random Forest,rolling_skew_6,0.026529398086722698,0.10464657542036765
California,Random Forest,rolling_autocorr_12,0.034761138987013815,0.13711710084078269
California,Random Forest,rolling_variance_12,0.03995518492031428,0.15760528220544054
California,Random Forest,rolling_skew_12,0.04310256448203781,0.17002028278727666
California,Random Forest,month_sin,0.08669738179946863,0.34198228220515514
California,Random Forest,month_cos,0.0645148003293932,0.25448194852858874
California,Gradient Boosting,anomaly_lag1,0.08625345558835172,0.2650933213096545
California,Gradient Boosting,anomaly_lag2,0.07158235018872275,0.2200028141393322
California,Gradient Boosting,anomaly_lag3,0.035512814484510456,0.10914588727531335
California,Gradient Boosting,raw_lag1,0.325370157053483,1.0
California,Gradient Boosting,bar_state_lag1,0.01165230902579802,0.03581247011502245
California,Gradient Boosting,rolling_autocorr_3,0.007813969116539188,0.024015629421277135
California,Gradient Boosting,rolling_variance_3,0.04679087701848623,0.14380813975755907
